trial_id,stim_id,param_id,sample_n_mean,sample_n_std
9,11,0,38.7,37.74582584102581
12,41,0,28.7,21.113976413740733
18,26,0,25.75,31.21887924081567
17,18,0,35.4,37.99778386889647
16,29,0,20.1,23.244467366620704
10,37,0,23.95,33.47501031798905
11,18,0,27.2,24.334510906378036
16,30,0,29.15,66.81260123816858
17,6,0,23.95,25.288805511738314
15,2,0,26.5,38.95949313406372
14,34,0,29.25,44.044086764824264
0,30,0,18.15,17.269611277739013
1,20,0,26.5,25.39063233805562
9,2,0,25.3,33.64379977288378
12,41,0,24.05,32.459651066646124
5,5,0,15.6,15.12196032961753
1,9,0,31.25,36.050950786790345
3,4,0,39.05,36.38894424351845
2,36,0,28.2,27.02552399803602
15,4,0,19.25,18.755700887716074
17,6,0,45.7,40.797445740479496
9,5,0,40.5,52.29420819293773
11,13,0,27.4,31.510065225675362
16,47,0,23.9,26.901183695341853
10,43,0,22.2,24.712238604426453
1,19,0,31.2,26.83791504961826
12,44,0,45.05,50.709155199555745
2,43,0,57.7,74.29819010333684
0,29,0,32.9,50.83088576218617
2,24,0,28.15,29.478404227323324
7,4,0,24.25,30.87815613529716
15,8,0,30.5,34.66759445452132
12,35,0,26.0,29.30780388260186
7,2,0,31.95,39.00671332233115
8,27,0,33.65,42.90414653006961
3,15,0,25.95,29.979773883491237
2,46,0,31.65,37.62876139617841
12,34,0,30.25,29.896091981887427
10,46,0,32.7,23.32177658665597
15,21,0,27.1,23.334862105306822
6,47,0,23.85,17.54175469828309
12,42,0,14.55,18.974983530954646
12,32,0,21.1,18.512868923791192
7,2,0,21.5,18.869356946619757
3,8,0,52.8,70.5747830319017
4,44,0,24.85,40.32535443770229
19,14,0,23.05,23.107244250280154
8,33,0,61.65,77.5915588192427
1,1,0,29.05,31.137175276677336
3,21,0,27.95,25.371917754208408
3,2,0,29.8,31.816248745107057
1,9,0,32.45,33.159066395339394
13,1,0,29.25,35.17306834556953
14,24,0,35.5,35.58459157970957
11,21,0,43.85,46.459121816926334
6,32,0,54.2,46.05214435832494
8,41,0,16.55,26.10802457805686
16,29,0,40.0,47.633468994196214
11,19,0,22.95,13.686239728089554
11,9,0,25.4,49.81164522478655
10,35,0,37.75,45.07172646255953
7,18,0,27.25,34.350936553539015
18,39,0,20.05,23.30907887272118
4,33,0,44.4,36.95573454539193
