param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
0,no_noise,0,5,500,5,20,999,999,999,1,0.1,0.1,0.0001,0.0001,0.0001,0.0001,5
1,no_noise,0,5,500,5,20,999,999,999,1,0.1,0.1,0.0001,0.0001,0.0001,1e-05,5
2,no_noise,0,5,500,5,20,999,999,999,1,0.1,1.0,0.0001,0.0001,0.0001,0.0001,5
3,no_noise,0,5,500,5,20,999,999,999,1,0.1,1.0,0.0001,0.0001,0.0001,1e-05,5
4,no_noise,0,5,500,5,20,999,999,999,1,0.1,10.0,0.0001,0.0001,0.0001,0.0001,5
5,no_noise,0,5,500,5,20,999,999,999,1,0.1,10.0,0.0001,0.0001,0.0001,1e-05,5
6,no_noise,0,5,500,5,20,999,999,999,1,1.0,0.1,0.0001,0.0001,0.0001,0.0001,5
7,no_noise,0,5,500,5,20,999,999,999,1,1.0,0.1,0.0001,0.0001,0.0001,1e-05,5
8,no_noise,0,5,500,5,20,999,999,999,1,1.0,1.0,0.0001,0.0001,0.0001,0.0001,5
9,no_noise,0,5,500,5,20,999,999,999,1,1.0,1.0,0.0001,0.0001,0.0001,1e-05,5
10,no_noise,0,5,500,5,20,999,999,999,1,1.0,10.0,0.0001,0.0001,0.0001,0.0001,5
11,no_noise,0,5,500,5,20,999,999,999,1,1.0,10.0,0.0001,0.0001,0.0001,1e-05,5
12,no_noise,0,5,500,5,20,999,999,999,1,10.0,0.1,0.0001,0.0001,0.0001,0.0001,5
13,no_noise,0,5,500,5,20,999,999,999,1,10.0,0.1,0.0001,0.0001,0.0001,1e-05,5
14,no_noise,0,5,500,5,20,999,999,999,1,10.0,1.0,0.0001,0.0001,0.0001,0.0001,5
15,no_noise,0,5,500,5,20,999,999,999,1,10.0,1.0,0.0001,0.0001,0.0001,1e-05,5
