param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
120,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,0.5,3
121,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,0.5,5
122,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,1.0,3
123,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,1.0,5
124,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,8.0,3
125,surprisal,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,8.0,5
126,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,0.5,3
127,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,0.5,5
128,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,1.0,3
129,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,1.0,5
130,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,8.0,3
131,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,8.0,5
132,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,0.5,3
133,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,0.5,5
134,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,1.0,3
135,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,1.0,5
136,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,8.0,3
137,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,8.0,5
138,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,0.5,3
139,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,0.5,5
140,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,1.0,3
141,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,1.0,5
142,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,8.0,3
143,surprisal,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,8.0,5
144,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,0.5,3
145,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,0.5,5
146,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,1.0,3
147,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,1.0,5
148,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,8.0,3
