,embedding_type,feature_n,fam_duration,trial_id,fam,test,violation_type,stim_id
140,resnet_pa,3,1,2,animate_011_left.png,animate_011_left.png,background,44
141,resnet_pa,3,1,2,animate_012_left.png,animate_012_left.png,background,45
142,resnet_pa,3,1,2,animate_011_right.png,animate_011_right.png,background,46
143,resnet_pa,3,1,2,animate_012_right.png,animate_012_right.png,background,47
144,resnet_pa,3,1,3,animate_001_left.png,animate_002_left.png,identity,0
145,resnet_pa,3,1,3,animate_002_left.png,animate_001_left.png,identity,1
146,resnet_pa,3,1,3,animate_001_right.png,animate_002_right.png,identity,2
147,resnet_pa,3,1,3,animate_002_right.png,animate_001_right.png,identity,3
148,resnet_pa,3,1,3,animate_003_left.png,animate_004_left.png,identity,4
149,resnet_pa,3,1,3,animate_004_left.png,animate_003_left.png,identity,5
150,resnet_pa,3,1,3,animate_003_right.png,animate_004_right.png,identity,6
151,resnet_pa,3,1,3,animate_004_right.png,animate_003_right.png,identity,7
152,resnet_pa,3,1,3,animate_005_left.png,animate_006_left.png,identity,8
153,resnet_pa,3,1,3,animate_006_left.png,animate_005_left.png,identity,9
154,resnet_pa,3,1,3,animate_005_right.png,animate_006_right.png,identity,10
155,resnet_pa,3,1,3,animate_006_right.png,animate_005_right.png,identity,11
156,resnet_pa,3,1,3,animate_007_left.png,animate_008_left.png,identity,12
157,resnet_pa,3,1,3,animate_008_left.png,animate_007_left.png,identity,13
158,resnet_pa,3,1,3,animate_007_right.png,animate_008_right.png,identity,14
159,resnet_pa,3,1,3,animate_008_right.png,animate_007_right.png,identity,15
160,resnet_pa,3,1,3,animate_009_left.png,animate_010_left.png,identity,16
161,resnet_pa,3,1,3,animate_010_left.png,animate_009_left.png,identity,17
162,resnet_pa,3,1,3,animate_009_right.png,animate_010_right.png,identity,18
163,resnet_pa,3,1,3,animate_010_right.png,animate_009_right.png,identity,19
164,resnet_pa,3,1,3,animate_011_left.png,animate_012_left.png,identity,20
165,resnet_pa,3,1,3,animate_012_left.png,animate_011_left.png,identity,21
166,resnet_pa,3,1,3,animate_011_right.png,animate_012_right.png,identity,22
167,resnet_pa,3,1,3,animate_012_right.png,animate_012_right.png,identity,23
216,resnet_pa,3,2,4,animate_001_left.png,animate_001_left.png,background,24
217,resnet_pa,3,2,4,animate_002_left.png,animate_002_left.png,background,25
218,resnet_pa,3,2,4,animate_001_right.png,animate_001_right.png,background,26
219,resnet_pa,3,2,4,animate_002_right.png,animate_002_right.png,background,27
220,resnet_pa,3,2,4,animate_003_left.png,animate_003_left.png,background,28
221,resnet_pa,3,2,4,animate_004_left.png,animate_004_left.png,background,29
222,resnet_pa,3,2,4,animate_003_right.png,animate_003_right.png,background,30
223,resnet_pa,3,2,4,animate_004_right.png,animate_004_right.png,background,31
224,resnet_pa,3,2,4,animate_005_left.png,animate_005_left.png,background,32
225,resnet_pa,3,2,4,animate_006_left.png,animate_006_left.png,background,33
226,resnet_pa,3,2,4,animate_005_right.png,animate_005_right.png,background,34
227,resnet_pa,3,2,4,animate_006_right.png,animate_006_right.png,background,35
228,resnet_pa,3,2,4,animate_007_left.png,animate_007_left.png,background,36
229,resnet_pa,3,2,4,animate_008_left.png,animate_008_left.png,background,37
230,resnet_pa,3,2,4,animate_007_right.png,animate_007_right.png,background,38
231,resnet_pa,3,2,4,animate_008_right.png,animate_008_right.png,background,39
232,resnet_pa,3,2,4,animate_009_left.png,animate_009_left.png,background,40
233,resnet_pa,3,2,4,animate_010_left.png,animate_010_left.png,background,41
234,resnet_pa,3,2,4,animate_009_right.png,animate_009_right.png,background,42
235,resnet_pa,3,2,4,animate_010_right.png,animate_010_right.png,background,43
236,resnet_pa,3,2,4,animate_011_left.png,animate_011_left.png,background,44
237,resnet_pa,3,2,4,animate_012_left.png,animate_012_left.png,background,45
238,resnet_pa,3,2,4,animate_011_right.png,animate_011_right.png,background,46
239,resnet_pa,3,2,4,animate_012_right.png,animate_012_right.png,background,47
240,resnet_pa,3,2,5,animate_001_left.png,animate_002_left.png,identity,0
241,resnet_pa,3,2,5,animate_002_left.png,animate_001_left.png,identity,1
242,resnet_pa,3,2,5,animate_001_right.png,animate_002_right.png,identity,2
243,resnet_pa,3,2,5,animate_002_right.png,animate_001_right.png,identity,3
244,resnet_pa,3,2,5,animate_003_left.png,animate_004_left.png,identity,4
245,resnet_pa,3,2,5,animate_004_left.png,animate_003_left.png,identity,5
246,resnet_pa,3,2,5,animate_003_right.png,animate_004_right.png,identity,6
247,resnet_pa,3,2,5,animate_004_right.png,animate_003_right.png,identity,7
248,resnet_pa,3,2,5,animate_005_left.png,animate_006_left.png,identity,8
249,resnet_pa,3,2,5,animate_006_left.png,animate_005_left.png,identity,9
250,resnet_pa,3,2,5,animate_005_right.png,animate_006_right.png,identity,10
251,resnet_pa,3,2,5,animate_006_right.png,animate_005_right.png,identity,11
252,resnet_pa,3,2,5,animate_007_left.png,animate_008_left.png,identity,12
253,resnet_pa,3,2,5,animate_008_left.png,animate_007_left.png,identity,13
254,resnet_pa,3,2,5,animate_007_right.png,animate_008_right.png,identity,14
255,resnet_pa,3,2,5,animate_008_right.png,animate_007_right.png,identity,15
256,resnet_pa,3,2,5,animate_009_left.png,animate_010_left.png,identity,16
257,resnet_pa,3,2,5,animate_010_left.png,animate_009_left.png,identity,17
258,resnet_pa,3,2,5,animate_009_right.png,animate_010_right.png,identity,18
259,resnet_pa,3,2,5,animate_010_right.png,animate_009_right.png,identity,19
260,resnet_pa,3,2,5,animate_011_left.png,animate_012_left.png,identity,20
261,resnet_pa,3,2,5,animate_012_left.png,animate_011_left.png,identity,21
262,resnet_pa,3,2,5,animate_011_right.png,animate_012_right.png,identity,22
263,resnet_pa,3,2,5,animate_012_right.png,animate_012_right.png,identity,23
312,resnet_pa,3,3,6,animate_001_left.png,animate_001_left.png,background,24
313,resnet_pa,3,3,6,animate_002_left.png,animate_002_left.png,background,25
314,resnet_pa,3,3,6,animate_001_right.png,animate_001_right.png,background,26
315,resnet_pa,3,3,6,animate_002_right.png,animate_002_right.png,background,27
316,resnet_pa,3,3,6,animate_003_left.png,animate_003_left.png,background,28
317,resnet_pa,3,3,6,animate_004_left.png,animate_004_left.png,background,29
318,resnet_pa,3,3,6,animate_003_right.png,animate_003_right.png,background,30
319,resnet_pa,3,3,6,animate_004_right.png,animate_004_right.png,background,31
320,resnet_pa,3,3,6,animate_005_left.png,animate_005_left.png,background,32
321,resnet_pa,3,3,6,animate_006_left.png,animate_006_left.png,background,33
322,resnet_pa,3,3,6,animate_005_right.png,animate_005_right.png,background,34
323,resnet_pa,3,3,6,animate_006_right.png,animate_006_right.png,background,35
324,resnet_pa,3,3,6,animate_007_left.png,animate_007_left.png,background,36
325,resnet_pa,3,3,6,animate_008_left.png,animate_008_left.png,background,37
326,resnet_pa,3,3,6,animate_007_right.png,animate_007_right.png,background,38
327,resnet_pa,3,3,6,animate_008_right.png,animate_008_right.png,background,39
328,resnet_pa,3,3,6,animate_009_left.png,animate_009_left.png,background,40
329,resnet_pa,3,3,6,animate_010_left.png,animate_010_left.png,background,41
330,resnet_pa,3,3,6,animate_009_right.png,animate_009_right.png,background,42
331,resnet_pa,3,3,6,animate_010_right.png,animate_010_right.png,background,43
332,resnet_pa,3,3,6,animate_011_left.png,animate_011_left.png,background,44
333,resnet_pa,3,3,6,animate_012_left.png,animate_012_left.png,background,45
334,resnet_pa,3,3,6,animate_011_right.png,animate_011_right.png,background,46
335,resnet_pa,3,3,6,animate_012_right.png,animate_012_right.png,background,47
336,resnet_pa,3,3,7,animate_001_left.png,animate_002_left.png,identity,0
337,resnet_pa,3,3,7,animate_002_left.png,animate_001_left.png,identity,1
338,resnet_pa,3,3,7,animate_001_right.png,animate_002_right.png,identity,2
339,resnet_pa,3,3,7,animate_002_right.png,animate_001_right.png,identity,3
340,resnet_pa,3,3,7,animate_003_left.png,animate_004_left.png,identity,4
341,resnet_pa,3,3,7,animate_004_left.png,animate_003_left.png,identity,5
342,resnet_pa,3,3,7,animate_003_right.png,animate_004_right.png,identity,6
343,resnet_pa,3,3,7,animate_004_right.png,animate_003_right.png,identity,7
344,resnet_pa,3,3,7,animate_005_left.png,animate_006_left.png,identity,8
345,resnet_pa,3,3,7,animate_006_left.png,animate_005_left.png,identity,9
346,resnet_pa,3,3,7,animate_005_right.png,animate_006_right.png,identity,10
347,resnet_pa,3,3,7,animate_006_right.png,animate_005_right.png,identity,11
348,resnet_pa,3,3,7,animate_007_left.png,animate_008_left.png,identity,12
349,resnet_pa,3,3,7,animate_008_left.png,animate_007_left.png,identity,13
350,resnet_pa,3,3,7,animate_007_right.png,animate_008_right.png,identity,14
351,resnet_pa,3,3,7,animate_008_right.png,animate_007_right.png,identity,15
352,resnet_pa,3,3,7,animate_009_left.png,animate_010_left.png,identity,16
353,resnet_pa,3,3,7,animate_010_left.png,animate_009_left.png,identity,17
354,resnet_pa,3,3,7,animate_009_right.png,animate_010_right.png,identity,18
355,resnet_pa,3,3,7,animate_010_right.png,animate_009_right.png,identity,19
356,resnet_pa,3,3,7,animate_011_left.png,animate_012_left.png,identity,20
357,resnet_pa,3,3,7,animate_012_left.png,animate_011_left.png,identity,21
358,resnet_pa,3,3,7,animate_011_right.png,animate_012_right.png,identity,22
359,resnet_pa,3,3,7,animate_012_right.png,animate_012_right.png,identity,23
408,resnet_pa,3,4,8,animate_001_left.png,animate_001_left.png,background,24
409,resnet_pa,3,4,8,animate_002_left.png,animate_002_left.png,background,25
410,resnet_pa,3,4,8,animate_001_right.png,animate_001_right.png,background,26
411,resnet_pa,3,4,8,animate_002_right.png,animate_002_right.png,background,27
412,resnet_pa,3,4,8,animate_003_left.png,animate_003_left.png,background,28
413,resnet_pa,3,4,8,animate_004_left.png,animate_004_left.png,background,29
414,resnet_pa,3,4,8,animate_003_right.png,animate_003_right.png,background,30
415,resnet_pa,3,4,8,animate_004_right.png,animate_004_right.png,background,31
416,resnet_pa,3,4,8,animate_005_left.png,animate_005_left.png,background,32
417,resnet_pa,3,4,8,animate_006_left.png,animate_006_left.png,background,33
418,resnet_pa,3,4,8,animate_005_right.png,animate_005_right.png,background,34
419,resnet_pa,3,4,8,animate_006_right.png,animate_006_right.png,background,35
420,resnet_pa,3,4,8,animate_007_left.png,animate_007_left.png,background,36
421,resnet_pa,3,4,8,animate_008_left.png,animate_008_left.png,background,37
422,resnet_pa,3,4,8,animate_007_right.png,animate_007_right.png,background,38
423,resnet_pa,3,4,8,animate_008_right.png,animate_008_right.png,background,39
424,resnet_pa,3,4,8,animate_009_left.png,animate_009_left.png,background,40
425,resnet_pa,3,4,8,animate_010_left.png,animate_010_left.png,background,41
426,resnet_pa,3,4,8,animate_009_right.png,animate_009_right.png,background,42
427,resnet_pa,3,4,8,animate_010_right.png,animate_010_right.png,background,43
428,resnet_pa,3,4,8,animate_011_left.png,animate_011_left.png,background,44
429,resnet_pa,3,4,8,animate_012_left.png,animate_012_left.png,background,45
430,resnet_pa,3,4,8,animate_011_right.png,animate_011_right.png,background,46
431,resnet_pa,3,4,8,animate_012_right.png,animate_012_right.png,background,47
432,resnet_pa,3,4,9,animate_001_left.png,animate_002_left.png,identity,0
433,resnet_pa,3,4,9,animate_002_left.png,animate_001_left.png,identity,1
434,resnet_pa,3,4,9,animate_001_right.png,animate_002_right.png,identity,2
435,resnet_pa,3,4,9,animate_002_right.png,animate_001_right.png,identity,3
436,resnet_pa,3,4,9,animate_003_left.png,animate_004_left.png,identity,4
437,resnet_pa,3,4,9,animate_004_left.png,animate_003_left.png,identity,5
438,resnet_pa,3,4,9,animate_003_right.png,animate_004_right.png,identity,6
439,resnet_pa,3,4,9,animate_004_right.png,animate_003_right.png,identity,7
440,resnet_pa,3,4,9,animate_005_left.png,animate_006_left.png,identity,8
441,resnet_pa,3,4,9,animate_006_left.png,animate_005_left.png,identity,9
442,resnet_pa,3,4,9,animate_005_right.png,animate_006_right.png,identity,10
443,resnet_pa,3,4,9,animate_006_right.png,animate_005_right.png,identity,11
444,resnet_pa,3,4,9,animate_007_left.png,animate_008_left.png,identity,12
445,resnet_pa,3,4,9,animate_008_left.png,animate_007_left.png,identity,13
446,resnet_pa,3,4,9,animate_007_right.png,animate_008_right.png,identity,14
447,resnet_pa,3,4,9,animate_008_right.png,animate_007_right.png,identity,15
448,resnet_pa,3,4,9,animate_009_left.png,animate_010_left.png,identity,16
449,resnet_pa,3,4,9,animate_010_left.png,animate_009_left.png,identity,17
450,resnet_pa,3,4,9,animate_009_right.png,animate_010_right.png,identity,18
451,resnet_pa,3,4,9,animate_010_right.png,animate_009_right.png,identity,19
452,resnet_pa,3,4,9,animate_011_left.png,animate_012_left.png,identity,20
453,resnet_pa,3,4,9,animate_012_left.png,animate_011_left.png,identity,21
454,resnet_pa,3,4,9,animate_011_right.png,animate_012_right.png,identity,22
455,resnet_pa,3,4,9,animate_012_right.png,animate_012_right.png,identity,23
504,resnet_pa,3,5,10,animate_001_left.png,animate_001_left.png,background,24
505,resnet_pa,3,5,10,animate_002_left.png,animate_002_left.png,background,25
506,resnet_pa,3,5,10,animate_001_right.png,animate_001_right.png,background,26
507,resnet_pa,3,5,10,animate_002_right.png,animate_002_right.png,background,27
508,resnet_pa,3,5,10,animate_003_left.png,animate_003_left.png,background,28
509,resnet_pa,3,5,10,animate_004_left.png,animate_004_left.png,background,29
510,resnet_pa,3,5,10,animate_003_right.png,animate_003_right.png,background,30
511,resnet_pa,3,5,10,animate_004_right.png,animate_004_right.png,background,31
512,resnet_pa,3,5,10,animate_005_left.png,animate_005_left.png,background,32
513,resnet_pa,3,5,10,animate_006_left.png,animate_006_left.png,background,33
514,resnet_pa,3,5,10,animate_005_right.png,animate_005_right.png,background,34
515,resnet_pa,3,5,10,animate_006_right.png,animate_006_right.png,background,35
516,resnet_pa,3,5,10,animate_007_left.png,animate_007_left.png,background,36
517,resnet_pa,3,5,10,animate_008_left.png,animate_008_left.png,background,37
518,resnet_pa,3,5,10,animate_007_right.png,animate_007_right.png,background,38
519,resnet_pa,3,5,10,animate_008_right.png,animate_008_right.png,background,39
520,resnet_pa,3,5,10,animate_009_left.png,animate_009_left.png,background,40
521,resnet_pa,3,5,10,animate_010_left.png,animate_010_left.png,background,41
522,resnet_pa,3,5,10,animate_009_right.png,animate_009_right.png,background,42
523,resnet_pa,3,5,10,animate_010_right.png,animate_010_right.png,background,43
524,resnet_pa,3,5,10,animate_011_left.png,animate_011_left.png,background,44
525,resnet_pa,3,5,10,animate_012_left.png,animate_012_left.png,background,45
526,resnet_pa,3,5,10,animate_011_right.png,animate_011_right.png,background,46
527,resnet_pa,3,5,10,animate_012_right.png,animate_012_right.png,background,47
528,resnet_pa,3,5,11,animate_001_left.png,animate_002_left.png,identity,0
529,resnet_pa,3,5,11,animate_002_left.png,animate_001_left.png,identity,1
530,resnet_pa,3,5,11,animate_001_right.png,animate_002_right.png,identity,2
531,resnet_pa,3,5,11,animate_002_right.png,animate_001_right.png,identity,3
532,resnet_pa,3,5,11,animate_003_left.png,animate_004_left.png,identity,4
533,resnet_pa,3,5,11,animate_004_left.png,animate_003_left.png,identity,5
534,resnet_pa,3,5,11,animate_003_right.png,animate_004_right.png,identity,6
535,resnet_pa,3,5,11,animate_004_right.png,animate_003_right.png,identity,7
536,resnet_pa,3,5,11,animate_005_left.png,animate_006_left.png,identity,8
537,resnet_pa,3,5,11,animate_006_left.png,animate_005_left.png,identity,9
538,resnet_pa,3,5,11,animate_005_right.png,animate_006_right.png,identity,10
539,resnet_pa,3,5,11,animate_006_right.png,animate_005_right.png,identity,11
540,resnet_pa,3,5,11,animate_007_left.png,animate_008_left.png,identity,12
541,resnet_pa,3,5,11,animate_008_left.png,animate_007_left.png,identity,13
542,resnet_pa,3,5,11,animate_007_right.png,animate_008_right.png,identity,14
543,resnet_pa,3,5,11,animate_008_right.png,animate_007_right.png,identity,15
544,resnet_pa,3,5,11,animate_009_left.png,animate_010_left.png,identity,16
545,resnet_pa,3,5,11,animate_010_left.png,animate_009_left.png,identity,17
546,resnet_pa,3,5,11,animate_009_right.png,animate_010_right.png,identity,18
547,resnet_pa,3,5,11,animate_010_right.png,animate_009_right.png,identity,19
548,resnet_pa,3,5,11,animate_011_left.png,animate_012_left.png,identity,20
549,resnet_pa,3,5,11,animate_012_left.png,animate_011_left.png,identity,21
550,resnet_pa,3,5,11,animate_011_right.png,animate_012_right.png,identity,22
551,resnet_pa,3,5,11,animate_012_right.png,animate_012_right.png,identity,23
600,resnet_pa,3,6,12,animate_001_left.png,animate_001_left.png,background,24
601,resnet_pa,3,6,12,animate_002_left.png,animate_002_left.png,background,25
602,resnet_pa,3,6,12,animate_001_right.png,animate_001_right.png,background,26
603,resnet_pa,3,6,12,animate_002_right.png,animate_002_right.png,background,27
604,resnet_pa,3,6,12,animate_003_left.png,animate_003_left.png,background,28
605,resnet_pa,3,6,12,animate_004_left.png,animate_004_left.png,background,29
606,resnet_pa,3,6,12,animate_003_right.png,animate_003_right.png,background,30
607,resnet_pa,3,6,12,animate_004_right.png,animate_004_right.png,background,31
608,resnet_pa,3,6,12,animate_005_left.png,animate_005_left.png,background,32
609,resnet_pa,3,6,12,animate_006_left.png,animate_006_left.png,background,33
610,resnet_pa,3,6,12,animate_005_right.png,animate_005_right.png,background,34
611,resnet_pa,3,6,12,animate_006_right.png,animate_006_right.png,background,35
612,resnet_pa,3,6,12,animate_007_left.png,animate_007_left.png,background,36
613,resnet_pa,3,6,12,animate_008_left.png,animate_008_left.png,background,37
614,resnet_pa,3,6,12,animate_007_right.png,animate_007_right.png,background,38
615,resnet_pa,3,6,12,animate_008_right.png,animate_008_right.png,background,39
616,resnet_pa,3,6,12,animate_009_left.png,animate_009_left.png,background,40
617,resnet_pa,3,6,12,animate_010_left.png,animate_010_left.png,background,41
618,resnet_pa,3,6,12,animate_009_right.png,animate_009_right.png,background,42
619,resnet_pa,3,6,12,animate_010_right.png,animate_010_right.png,background,43
620,resnet_pa,3,6,12,animate_011_left.png,animate_011_left.png,background,44
621,resnet_pa,3,6,12,animate_012_left.png,animate_012_left.png,background,45
622,resnet_pa,3,6,12,animate_011_right.png,animate_011_right.png,background,46
623,resnet_pa,3,6,12,animate_012_right.png,animate_012_right.png,background,47
624,resnet_pa,3,6,13,animate_001_left.png,animate_002_left.png,identity,0
625,resnet_pa,3,6,13,animate_002_left.png,animate_001_left.png,identity,1
626,resnet_pa,3,6,13,animate_001_right.png,animate_002_right.png,identity,2
627,resnet_pa,3,6,13,animate_002_right.png,animate_001_right.png,identity,3
628,resnet_pa,3,6,13,animate_003_left.png,animate_004_left.png,identity,4
629,resnet_pa,3,6,13,animate_004_left.png,animate_003_left.png,identity,5
630,resnet_pa,3,6,13,animate_003_right.png,animate_004_right.png,identity,6
631,resnet_pa,3,6,13,animate_004_right.png,animate_003_right.png,identity,7
632,resnet_pa,3,6,13,animate_005_left.png,animate_006_left.png,identity,8
633,resnet_pa,3,6,13,animate_006_left.png,animate_005_left.png,identity,9
634,resnet_pa,3,6,13,animate_005_right.png,animate_006_right.png,identity,10
635,resnet_pa,3,6,13,animate_006_right.png,animate_005_right.png,identity,11
636,resnet_pa,3,6,13,animate_007_left.png,animate_008_left.png,identity,12
637,resnet_pa,3,6,13,animate_008_left.png,animate_007_left.png,identity,13
638,resnet_pa,3,6,13,animate_007_right.png,animate_008_right.png,identity,14
639,resnet_pa,3,6,13,animate_008_right.png,animate_007_right.png,identity,15
640,resnet_pa,3,6,13,animate_009_left.png,animate_010_left.png,identity,16
641,resnet_pa,3,6,13,animate_010_left.png,animate_009_left.png,identity,17
642,resnet_pa,3,6,13,animate_009_right.png,animate_010_right.png,identity,18
643,resnet_pa,3,6,13,animate_010_right.png,animate_009_right.png,identity,19
644,resnet_pa,3,6,13,animate_011_left.png,animate_012_left.png,identity,20
645,resnet_pa,3,6,13,animate_012_left.png,animate_011_left.png,identity,21
646,resnet_pa,3,6,13,animate_011_right.png,animate_012_right.png,identity,22
647,resnet_pa,3,6,13,animate_012_right.png,animate_012_right.png,identity,23
696,resnet_pa,3,7,14,animate_001_left.png,animate_001_left.png,background,24
697,resnet_pa,3,7,14,animate_002_left.png,animate_002_left.png,background,25
698,resnet_pa,3,7,14,animate_001_right.png,animate_001_right.png,background,26
699,resnet_pa,3,7,14,animate_002_right.png,animate_002_right.png,background,27
700,resnet_pa,3,7,14,animate_003_left.png,animate_003_left.png,background,28
701,resnet_pa,3,7,14,animate_004_left.png,animate_004_left.png,background,29
702,resnet_pa,3,7,14,animate_003_right.png,animate_003_right.png,background,30
703,resnet_pa,3,7,14,animate_004_right.png,animate_004_right.png,background,31
704,resnet_pa,3,7,14,animate_005_left.png,animate_005_left.png,background,32
705,resnet_pa,3,7,14,animate_006_left.png,animate_006_left.png,background,33
706,resnet_pa,3,7,14,animate_005_right.png,animate_005_right.png,background,34
707,resnet_pa,3,7,14,animate_006_right.png,animate_006_right.png,background,35
708,resnet_pa,3,7,14,animate_007_left.png,animate_007_left.png,background,36
709,resnet_pa,3,7,14,animate_008_left.png,animate_008_left.png,background,37
710,resnet_pa,3,7,14,animate_007_right.png,animate_007_right.png,background,38
711,resnet_pa,3,7,14,animate_008_right.png,animate_008_right.png,background,39
712,resnet_pa,3,7,14,animate_009_left.png,animate_009_left.png,background,40
713,resnet_pa,3,7,14,animate_010_left.png,animate_010_left.png,background,41
714,resnet_pa,3,7,14,animate_009_right.png,animate_009_right.png,background,42
715,resnet_pa,3,7,14,animate_010_right.png,animate_010_right.png,background,43
716,resnet_pa,3,7,14,animate_011_left.png,animate_011_left.png,background,44
717,resnet_pa,3,7,14,animate_012_left.png,animate_012_left.png,background,45
718,resnet_pa,3,7,14,animate_011_right.png,animate_011_right.png,background,46
719,resnet_pa,3,7,14,animate_012_right.png,animate_012_right.png,background,47
720,resnet_pa,3,7,15,animate_001_left.png,animate_002_left.png,identity,0
721,resnet_pa,3,7,15,animate_002_left.png,animate_001_left.png,identity,1
722,resnet_pa,3,7,15,animate_001_right.png,animate_002_right.png,identity,2
723,resnet_pa,3,7,15,animate_002_right.png,animate_001_right.png,identity,3
724,resnet_pa,3,7,15,animate_003_left.png,animate_004_left.png,identity,4
725,resnet_pa,3,7,15,animate_004_left.png,animate_003_left.png,identity,5
726,resnet_pa,3,7,15,animate_003_right.png,animate_004_right.png,identity,6
727,resnet_pa,3,7,15,animate_004_right.png,animate_003_right.png,identity,7
728,resnet_pa,3,7,15,animate_005_left.png,animate_006_left.png,identity,8
729,resnet_pa,3,7,15,animate_006_left.png,animate_005_left.png,identity,9
730,resnet_pa,3,7,15,animate_005_right.png,animate_006_right.png,identity,10
