trial_id,stim_id,param_id,index,sample_n_mean,sample_n_std
0,46,17,0,83.45,36.685684860503976
0,40,5,0,71.05,53.53353597217552
0,46,17,0,53.0,32.824894275694575
0,46,17,0,54.65,37.98929904730098
0,40,5,0,96.15,52.1639873758455
0,46,17,0,63.6,43.23059345563412
0,46,17,0,47.75,30.320871741391187
0,45,5,0,69.9,44.28008938325976
0,46,17,0,48.75,33.01335455459454
0,45,5,0,72.65,56.21975210115915
0,46,17,0,64.1,39.66159484013671
0,30,5,0,65.55,55.17386394986212
0,46,17,0,76.65,57.27153697403642
0,30,5,0,72.55,41.42650435600251
0,46,17,0,66.65,43.83975004730897
0,46,17,0,51.85,33.06337614499257
0,27,5,0,68.7,49.67271834083999
0,36,17,0,66.55,41.983047957353854
0,27,5,0,63.8,56.12729892138518
0,29,5,0,70.2,53.940122748333295
0,36,17,0,85.35,47.35117961071631
0,29,5,0,54.75,41.325250341522114
0,36,17,0,60.75,40.03666083137199
0,36,17,0,80.05,50.0215479884209
0,43,5,0,89.5,62.7941499118978
0,36,17,0,59.65,49.019088655661264
0,43,5,0,77.4,43.11600020507713
0,36,17,0,76.3,40.70186857213263
0,35,5,0,96.95,74.93188134636193
0,36,17,0,72.6,43.399490659150416
0,35,5,0,64.0,53.96002418945265
0,36,17,0,57.3,28.17819238907615
0,36,17,0,59.45,47.96432336424099
0,41,5,0,81.95,54.02384950917023
0,36,17,0,88.85,50.495726760317375
0,41,5,0,84.45,74.61372457354504
0,35,17,0,59.85,39.577073373887885
0,45,5,0,62.4,36.56054819351764
0,35,17,0,51.65,43.45993315081932
0,45,5,0,69.45,43.8495934086653
0,35,17,0,68.75,63.571654557341006
0,30,5,0,65.05,45.91694447013743
0,35,17,0,66.65,42.040425407232185
0,30,5,0,77.9,43.084861182994366
0,46,5,0,66.8,59.959284430967685
0,35,17,0,78.15,44.08875617493231
0,35,17,0,48.0,37.388430521246875
0,46,5,0,69.05,50.458398706260986
0,35,17,0,73.25,54.22455745858095
0,41,5,0,66.45,46.20147525555297
0,35,17,0,69.25,39.3671984752468
0,41,5,0,73.25,84.8341260777078
0,35,17,0,56.55,35.61116767473225
0,25,5,0,67.25,28.98434241557255
0,35,17,0,55.05,47.459095961403264
0,26,17,0,56.6,36.99274466560621
0,25,5,0,90.35,71.55952619654273
0,26,17,0,69.85,35.591653368081744
0,25,5,0,81.25,45.347633838347534
0,26,17,0,73.25,38.34315282317108
0,25,5,0,62.85,37.826856235108664
0,26,17,0,59.1,46.2463654332908
0,40,5,0,89.8,54.48283167538578
0,26,17,0,79.7,43.76865016015579
0,26,17,0,61.65,43.304642998911305
0,26,17,0,40.7,30.41485094316158
0,40,5,0,98.05,97.99434731280758
0,26,17,0,62.8,31.12217013134223
0,47,5,0,75.25,54.07779483981241
0,26,17,0,72.9,50.04303411223079
0,47,5,0,61.65,39.1666815976082
0,26,17,0,58.25,45.361559195331665
0,33,5,0,66.3,69.38079515861796
0,43,17,0,59.25,34.16041876977383
0,33,5,0,60.15,41.195650000301825
0,43,17,0,49.05,29.476975850028406
0,28,5,0,54.75,41.763589027058636
0,43,17,0,59.2,49.22622322128298
0,28,5,0,65.75,46.81191368826845
0,43,17,0,68.3,36.73819180147691
0,24,5,0,67.2,50.91747709465003
0,43,17,0,54.1,33.40170181608306
0,24,5,0,62.25,45.468178577527105
0,43,17,0,63.85,41.72248541822124
0,36,5,0,64.45,53.46368664311959
0,43,17,0,72.95,50.91528051060589
0,36,5,0,63.5,52.67926786846885
0,43,17,0,59.4,40.00315777009294
1,7,5,0,71.2,43.39973320315763
0,43,17,0,81.55,44.195111661097116
1,7,5,0,81.35,60.74387558472567
0,43,17,0,60.2,40.023151195013966
0,35,17,0,61.95,44.827711119468574
1,14,5,0,86.95,60.17472366717651
0,35,17,0,65.1,47.680846866375354
1,14,5,0,68.75,42.325648563439515
0,35,17,0,100.3,57.016248838194784
