param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
0,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,0.0001,3
1,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,0.0001,5
2,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,1e-05,3
3,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,1e-05,5
4,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,0.0001,3
5,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,0.0001,5
6,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,1e-05,3
7,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,1e-05,5
8,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,0.0001,3
9,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,0.0001,5
10,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,1e-05,3
11,no_learning,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,1e-05,5
12,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,0.0001,3
13,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,0.0001,5
14,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,1e-05,3
15,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,1e-05,5
16,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,0.0001,3
17,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,0.0001,5
18,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,1e-05,3
19,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,1e-05,5
20,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,0.0001,3
21,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,0.0001,5
22,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,1e-05,3
23,no_learning,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,1e-05,5
24,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,0.0001,3
25,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,0.0001,5
26,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,1e-05,3
27,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,1e-05,5
28,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,0.0001,3
29,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,0.0001,5
30,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,1e-05,3
31,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,1e-05,5
32,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,0.0001,3
33,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,0.0001,5
34,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,1e-05,3
35,no_learning,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,1e-05,5
36,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,0.0001,3
37,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,0.0001,5
38,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,1e-05,3
39,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,1e-05,5
40,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,0.0001,3
41,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,0.0001,5
42,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,1e-05,3
43,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,1e-05,5
44,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,0.0001,3
45,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,0.0001,5
46,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,1e-05,3
47,no_learning,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,1e-05,5
48,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,0.0001,3
49,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,0.0001,5
50,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,1e-05,3
51,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,1e-05,5
52,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,0.0001,3
53,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,0.0001,5
54,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,1e-05,3
55,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,1e-05,5
56,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,0.0001,3
57,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,0.0001,5
58,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,1e-05,3
59,no_learning,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,1e-05,5
60,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,0.0001,3
61,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,0.0001,5
62,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,1e-05,3
63,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,1e-05,5
64,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,0.0001,3
65,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,0.0001,5
66,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,1e-05,3
67,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,1e-05,5
68,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,0.0001,3
69,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,0.0001,5
70,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,1e-05,3
71,no_learning,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,1e-05,5
72,no_learning,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,0.0001,3
