param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
0,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,0.0001,3
1,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,0.0001,5
2,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,1e-05,3
3,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,1e-05,5
4,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,0.0001,3
5,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,0.0001,5
6,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,1e-05,3
7,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,1e-05,5
8,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,0.0001,3
9,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,0.0001,5
10,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,1e-05,3
11,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,1e-05,5
12,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,0.0001,3
13,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,0.0001,5
14,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,1e-05,3
15,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,1e-05,5
16,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,0.0001,3
17,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,0.0001,5
18,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,1e-05,3
19,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,1e-05,5
20,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,0.0001,3
21,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,0.0001,5
22,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,1e-05,3
23,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,1e-05,5
24,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,0.0001,3
25,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,0.0001,5
26,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,1e-05,3
27,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,1e-05,5
28,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,0.0001,3
29,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,0.0001,5
30,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,1e-05,3
31,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,1e-05,5
32,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,0.0001,3
33,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,0.0001,5
34,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,1e-05,3
35,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,1e-05,5
36,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,0.0001,3
37,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,0.0001,5
38,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,1e-05,3
39,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,1e-05,5
40,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,0.0001,3
41,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,0.0001,5
42,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,1e-05,3
43,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,1e-05,5
44,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,0.0001,3
45,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,0.0001,5
46,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,1e-05,3
47,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,1e-05,5
48,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,0.0001,3
49,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,0.0001,5
50,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,1e-05,3
51,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,1e-05,5
52,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,0.0001,3
53,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,0.0001,5
54,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,1e-05,3
55,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,1e-05,5
56,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,0.0001,3
57,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,0.0001,5
58,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,1e-05,3
59,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,1e-05,5
60,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,0.0001,3
61,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,0.0001,5
62,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,1e-05,3
63,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,1e-05,5
64,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,0.0001,3
65,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,0.0001,5
66,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,1e-05,3
67,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,1e-05,5
68,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,0.0001,3
69,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,0.0001,5
70,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,1e-05,3
71,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,1e-05,5
72,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,0.0001,3
73,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,0.0001,5
74,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,1e-05,3
75,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,1e-05,5
76,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.5,0.0001,3
77,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.5,0.0001,5
78,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.5,1e-05,3
79,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.5,1e-05,5
80,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,0.0001,3
81,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,0.0001,5
82,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,1e-05,3
83,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,1.0,1e-05,5
84,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,0.0001,3
85,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,0.0001,5
86,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,1e-05,3
87,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.1,1e-05,5
88,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,0.0001,3
89,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,0.0001,5
90,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,1e-05,3
91,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,0.5,1e-05,5
92,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,0.0001,3
93,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,0.0001,5
94,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,1e-05,3
95,EIG,0,5,500,2,20,999,999,999,1,10.0,1.0,0.0001,0.001,1.0,1e-05,5
96,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,0.0001,3
97,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,0.0001,5
98,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,1e-05,3
99,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,1e-05,5
100,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,0.0001,3
101,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,0.0001,5
102,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,1e-05,3
103,EIG,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,1e-05,5
