,embedding_type,feature_n,fam_duration,violation_type,trial_id,fam,test,stim_id
0,resnet50,3,1,background,0,animate_007_right.png,animate_007_right.png,0
1,resnet50,3,1,background,0,animate_007_left_pair.png,animate_007_left_pair.png,1
2,resnet50,3,1,background,0,animate_001_right.png,animate_001_right.png,2
3,resnet50,3,1,background,0,animate_001_left_pair.png,animate_001_left_pair.png,8
4,resnet50,3,1,background,0,animate_001_right_pair.png,animate_001_right_pair.png,10
5,resnet50,3,1,background,0,inanimate_012_left_pair.png,inanimate_012_left_pair.png,12
6,resnet50,3,1,background,0,animate_010_right.png,animate_010_right.png,14
7,resnet50,3,1,background,0,animate_007_left.png,animate_007_left.png,15
8,resnet50,3,1,background,0,animate_002_left.png,animate_002_left.png,16
9,resnet50,3,1,background,0,animate_009_right_pair.png,animate_009_right_pair.png,18
10,resnet50,3,1,background,0,inanimate_004_left.png,inanimate_004_left.png,19
11,resnet50,3,1,background,0,inanimate_008_left.png,inanimate_008_left.png,20
12,resnet50,3,1,background,0,animate_012_left_pair.png,animate_012_left_pair.png,23
13,resnet50,3,1,background,0,inanimate_006_right_pair.png,inanimate_006_right_pair.png,26
14,resnet50,3,1,background,0,inanimate_003_left_pair.png,inanimate_003_left_pair.png,28
15,resnet50,3,1,background,0,inanimate_011_left_pair.png,inanimate_011_left_pair.png,35
16,resnet50,3,1,background,0,inanimate_004_right_pair.png,inanimate_004_right_pair.png,37
17,resnet50,3,1,background,0,inanimate_011_right_pair.png,inanimate_011_right_pair.png,39
18,resnet50,3,1,background,0,animate_006_right_pair.png,animate_006_right_pair.png,41
19,resnet50,3,1,background,0,animate_009_left.png,animate_009_left.png,42
20,resnet50,3,1,background,0,inanimate_005_left.png,inanimate_005_left.png,46
21,resnet50,3,1,background,0,inanimate_010_left_pair.png,inanimate_010_left_pair.png,47
22,resnet50,3,1,background,0,animate_006_right.png,animate_006_right.png,48
23,resnet50,3,1,background,0,inanimate_001_right_pair.png,inanimate_001_right_pair.png,51
24,resnet50,3,1,background,0,inanimate_002_right_pair.png,inanimate_002_right_pair.png,53
25,resnet50,3,1,background,0,inanimate_003_right_pair.png,inanimate_003_right_pair.png,54
26,resnet50,3,1,background,0,animate_012_left.png,animate_012_left.png,55
27,resnet50,3,1,background,0,animate_006_left_pair.png,animate_006_left_pair.png,57
28,resnet50,3,1,background,0,animate_003_left_pair.png,animate_003_left_pair.png,60
29,resnet50,3,1,background,0,inanimate_009_right_pair.png,inanimate_009_right_pair.png,63
30,resnet50,3,1,background,0,animate_006_left.png,animate_006_left.png,69
31,resnet50,3,1,background,0,animate_002_left_pair.png,animate_002_left_pair.png,70
32,resnet50,3,1,background,0,animate_009_right.png,animate_009_right.png,71
33,resnet50,3,1,background,0,inanimate_008_left_pair.png,inanimate_008_left_pair.png,75
34,resnet50,3,1,background,0,animate_002_right_pair.png,animate_002_right_pair.png,79
35,resnet50,3,1,background,0,animate_012_right_pair.png,animate_012_right_pair.png,82
36,resnet50,3,1,background,0,animate_011_right.png,animate_011_right.png,83
37,resnet50,3,1,background,0,animate_010_left.png,animate_010_left.png,94
38,resnet50,3,1,background,0,inanimate_009_left_pair.png,inanimate_009_left_pair.png,95
39,resnet50,3,1,background,0,animate_008_right.png,animate_008_right.png,97
40,resnet50,3,1,background,0,inanimate_010_left.png,inanimate_010_left.png,99
41,resnet50,3,1,background,0,inanimate_003_left.png,inanimate_003_left.png,100
